Time,Chatroom(Desired),Chatroom(Opened),Message Input,Unique Code(Searched),Chatroom(Found),Status,Reason(FAIL)
2025-07-15 23:18:19,test 5,test 5,"MI2 NND(C) #05 NGMARKING LOT_ID: fefa36c4be has NG Rate of 9.58% at 2025-07-15 23:18:11. Total defect count is 117. Surface defect count: 99, Dimension defect count: 18. Please Check!!",8f54e978,test 5,SUCCESS,
2025-07-15 23:18:28,test 7,test 7,"MI2 NND(A) #06 INTEGRATION LOT_ID: 06cbea1a13 has NG Rate of 4.19% at 2025-07-15 23:18:21. Total defect count is 153. Surface defect count: 84, Dimension defect count: 69. Please Check!!",a147bd1c,test 7,SUCCESS,
2025-07-15 23:18:38,test 9,test 9,"MI2 NND(C) #03 INTEGRATION LOT_ID: e7abe45261 has NG Rate of 17.70% at 2025-07-15 23:18:30. Total defect count is 87. Surface defect count: 51, Dimension defect count: 36. Please Check!!",4a3d6e75,test 9,SUCCESS,
2025-07-15 23:18:48,test 10,test 10,"MI2 NND(A) #01 NGMARKING LOT_ID: d131fb61fa has NG Rate of 16.05% at 2025-07-15 23:18:40. Total defect count is 62. Surface defect count: 10, Dimension defect count: 52. Please Check!!",c6f72932,test 10,SUCCESS,
2025-07-15 23:18:58,test 4,test 4,"MI2 NND(C) #06 INTEGRATION LOT_ID: 7117330729 has NG Rate of 6.36% at 2025-07-15 23:18:50. Total defect count is 98. Surface defect count: 84, Dimension defect count: 14. Please Check!!",10351b8f,test 4,SUCCESS,
2025-07-15 23:24:08,test 4,test 4,"MI2 NND(A) #02 NGMARKING LOT_ID: e01b604217 has NG Rate of 0.95% at 2025-07-15 23:24:00. Total defect count is 80. Surface defect count: 20, Dimension defect count: 60. Please Check!!",030912d5,test 4,SUCCESS,
2025-07-15 23:24:18,NND alert test 2,NND alert test 2,"MI2 NND(C) #05 FOIL LOT_ID: 93c22d742f has NG Rate of 4.70% at 2025-07-15 23:24:10. Total defect count is 157. Surface defect count: 96, Dimension defect count: 61. Please Check!!",f67ae02e,NND alert test 2,SUCCESS,
2025-07-15 23:24:28,NND alert test 1,NND alert test 1,"MI2 NND(A) #05 INTEGRATION LOT_ID: 6bcc470105 has NG Rate of 18.99% at 2025-07-15 23:24:20. Total defect count is 85. Surface defect count: 13, Dimension defect count: 72. Please Check!!",41ec9960,NND alert test 1,SUCCESS,
2025-07-15 23:24:38,test 8,test 8,"MI2 NND(A) #05 INTEGRATION LOT_ID: 49a0566b3f has NG Rate of 12.41% at 2025-07-15 23:24:30. Total defect count is 145. Surface defect count: 99, Dimension defect count: 46. Please Check!!",2beade3c,test 8,SUCCESS,
2025-07-15 23:24:48,test 5,test 5,"MI2 NND(A) #01 INTEGRATION LOT_ID: a6972518bc has NG Rate of 3.89% at 2025-07-15 23:24:40. Total defect count is 101. Surface defect count: 72, Dimension defect count: 29. Please Check!!",6cce2a02,test 5,SUCCESS,
2025-07-15 23:24:57,NND alert test 3,NND alert test 3,"MI2 NND(A) #02 FOIL LOT_ID: ebc930ebba has NG Rate of 8.21% at 2025-07-15 23:24:50. Total defect count is 97. Surface defect count: 63, Dimension defect count: 34. Please Check!!",44e95e15,NND alert test 3,SUCCESS,
2025-07-15 23:25:07,test 7,test 7,"MI2 NND(A) #05 INTEGRATION LOT_ID: ff6db65e24 has NG Rate of 14.02% at 2025-07-15 23:24:59. Total defect count is 136. Surface defect count: 52, Dimension defect count: 84. Please Check!!",a272326f,test 7,SUCCESS,
2025-07-15 23:25:17,test 6,test 6,"MI2 NND(A) #01 FOIL LOT_ID: 1eda6cb298 has NG Rate of 8.03% at 2025-07-15 23:25:09. Total defect count is 26. Surface defect count: 25, Dimension defect count: 1. Please Check!!",432ef720,test 6,SUCCESS,
2025-07-15 23:25:27,test 6,test 6,"MI2 NND(C) #02 FOIL LOT_ID: 1953599ef8 has NG Rate of 7.66% at 2025-07-15 23:25:19. Total defect count is 100. Surface defect count: 39, Dimension defect count: 61. Please Check!!",a0c467ff,test 6,SUCCESS,
2025-07-15 23:25:37,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #02 NGMARKING LOT_ID: 82750ca400 has NG Rate of 4.92% at 2025-07-15 23:25:29. Total defect count is 100. Surface defect count: 92, Dimension defect count: 8. Please Check!!",7be7efcf,김지희 (Jihee Kim),SUCCESS,
2025-07-15 23:25:47,test 8,test 8,"MI2 NND(A) #01 INTEGRATION LOT_ID: 84c27e0971 has NG Rate of 16.64% at 2025-07-15 23:25:39. Total defect count is 84. Surface defect count: 17, Dimension defect count: 67. Please Check!!",583ef1fa,test 8,SUCCESS,
2025-07-15 23:25:57,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #01 FOIL LOT_ID: 2a097cdc1d has NG Rate of 8.12% at 2025-07-15 23:25:49. Total defect count is 119. Surface defect count: 31, Dimension defect count: 88. Please Check!!",05d11d19,김지희 (Jihee Kim),SUCCESS,
2025-07-15 23:26:07,test 7,test 7,"MI2 NND(A) #02 FOIL LOT_ID: 6d93ffb522 has NG Rate of 16.54% at 2025-07-15 23:25:59. Total defect count is 120. Surface defect count: 21, Dimension defect count: 99. Please Check!!",1317fb38,test 7,SUCCESS,
2025-07-15 23:26:17,test 5,test 5,"MI2 NND(A) #06 FOIL LOT_ID: ad3c9801f5 has NG Rate of 9.77% at 2025-07-15 23:26:09. Total defect count is 99. Surface defect count: 61, Dimension defect count: 38. Please Check!!",e0bb636d,test 5,SUCCESS,
2025-07-15 23:26:26,NND alert test 2,NND alert test 2,"MI2 NND(A) #06 INTEGRATION LOT_ID: 85861bb2da has NG Rate of 2.96% at 2025-07-15 23:26:19. Total defect count is 115. Surface defect count: 82, Dimension defect count: 33. Please Check!!",241f9c17,NND alert test 2,SUCCESS,
2025-07-15 23:26:36,test 6,test 6,"MI2 NND(A) #05 FOIL LOT_ID: 45decc1b22 has NG Rate of 19.26% at 2025-07-15 23:26:28. Total defect count is 110. Surface defect count: 53, Dimension defect count: 57. Please Check!!",fe4f9452,test 6,SUCCESS,
2025-07-15 23:26:46,NND alert test 1,NND alert test 1,"MI2 NND(C) #05 NGMARKING LOT_ID: eb52650605 has NG Rate of 15.94% at 2025-07-15 23:26:38. Total defect count is 61. Surface defect count: 33, Dimension defect count: 28. Please Check!!",6f30f2bc,NND alert test 1,SUCCESS,
2025-07-15 23:26:56,test 7,test 7,"MI2 NND(C) #05 INTEGRATION LOT_ID: fedc67181a has NG Rate of 6.14% at 2025-07-15 23:26:48. Total defect count is 94. Surface defect count: 39, Dimension defect count: 55. Please Check!!",18ef55e3,test 7,SUCCESS,
2025-07-15 23:27:06,NND alert test 1,NND alert test 1,"MI2 NND(C) #03 NGMARKING LOT_ID: df5f0b964c has NG Rate of 18.95% at 2025-07-15 23:26:58. Total defect count is 29. Surface defect count: 27, Dimension defect count: 2. Please Check!!",5d9ee025,NND alert test 1,SUCCESS,
2025-07-15 23:27:16,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #01 FOIL LOT_ID: 2ab469b5f6 has NG Rate of 4.35% at 2025-07-15 23:27:08. Total defect count is 156. Surface defect count: 85, Dimension defect count: 71. Please Check!!",f90d857f,김지희 (Jihee Kim),SUCCESS,
2025-07-15 23:27:26,test 9,test 9,"MI2 NND(C) #03 NGMARKING LOT_ID: 869eefe26d has NG Rate of 8.98% at 2025-07-15 23:27:18. Total defect count is 87. Surface defect count: 6, Dimension defect count: 81. Please Check!!",cb47e95e,test 9,SUCCESS,
2025-07-15 23:27:36,test 9,test 9,"MI2 NND(A) #05 INTEGRATION LOT_ID: 40982c4aa7 has NG Rate of 8.12% at 2025-07-15 23:27:28. Total defect count is 68. Surface defect count: 9, Dimension defect count: 59. Please Check!!",cb0b2549,test 9,SUCCESS,
2025-07-15 23:27:46,test 5,test 5,"MI2 NND(C) #02 NGMARKING LOT_ID: 2c6c6c441e has NG Rate of 3.09% at 2025-07-15 23:27:38. Total defect count is 151. Surface defect count: 90, Dimension defect count: 61. Please Check!!",42cec4d9,test 5,SUCCESS,
2025-07-15 23:27:55,NND alert test 1,NND alert test 1,"MI2 NND(A) #01 INTEGRATION LOT_ID: 39154e6bb8 has NG Rate of 2.30% at 2025-07-15 23:27:48. Total defect count is 115. Surface defect count: 55, Dimension defect count: 60. Please Check!!",5e073460,NND alert test 1,SUCCESS,
2025-07-15 23:28:05,NND alert test 3,NND alert test 3,"MI2 NND(A) #04 FOIL LOT_ID: 3754657acf has NG Rate of 8.73% at 2025-07-15 23:27:57. Total defect count is 56. Surface defect count: 46, Dimension defect count: 10. Please Check!!",327c34ab,NND alert test 3,SUCCESS,
2025-07-15 23:33:15,NND alert test 1,NND alert test 1,"MI2 NND(C) #02 INTEGRATION LOT_ID: bb2639208c has NG Rate of 15.85% at 2025-07-15 23:33:07. Total defect count is 79. Surface defect count: 3, Dimension defect count: 76. Please Check!!",0e1c8563,NND alert test 1,SUCCESS,
2025-07-15 23:33:25,test 4,test 4,"MI2 NND(C) #02 FOIL LOT_ID: f8a4c9a090 has NG Rate of 0.34% at 2025-07-15 23:33:17. Total defect count is 96. Surface defect count: 37, Dimension defect count: 59. Please Check!!",82261a9e,test 4,SUCCESS,
2025-07-15 23:33:35,test 4,test 4,"MI2 NND(C) #04 NGMARKING LOT_ID: 16c2a38ee6 has NG Rate of 9.84% at 2025-07-15 23:33:27. Total defect count is 23. Surface defect count: 13, Dimension defect count: 10. Please Check!!",dd1e7cee,test 4,SUCCESS,
2025-07-15 23:33:45,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #06 NGMARKING LOT_ID: fe8df9ce6c has NG Rate of 0.20% at 2025-07-15 23:33:37. Total defect count is 147. Surface defect count: 95, Dimension defect count: 52. Please Check!!",f93f393a,김지희 (Jihee Kim),SUCCESS,
2025-07-15 23:33:55,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #04 NGMARKING LOT_ID: cdeb947ec8 has NG Rate of 1.11% at 2025-07-15 23:33:47. Total defect count is 132. Surface defect count: 71, Dimension defect count: 61. Please Check!!",461fe71a,김지희 (Jihee Kim),SUCCESS,
2025-07-15 23:34:05,test 10,test 10,"MI2 NND(A) #06 NGMARKING LOT_ID: 7b51ba058d has NG Rate of 4.07% at 2025-07-15 23:33:57. Total defect count is 90. Surface defect count: 61, Dimension defect count: 29. Please Check!!",76375bdc,test 10,SUCCESS,
2025-07-15 23:34:15,NND alert test 2,NND alert test 2,"MI2 NND(A) #02 INTEGRATION LOT_ID: d8a7e34618 has NG Rate of 0.22% at 2025-07-15 23:34:07. Total defect count is 139. Surface defect count: 60, Dimension defect count: 79. Please Check!!",8c900d87,NND alert test 2,SUCCESS,
2025-07-15 23:34:24,test 8,test 8,"MI2 NND(C) #02 INTEGRATION LOT_ID: 818ac49fac has NG Rate of 9.42% at 2025-07-15 23:34:17. Total defect count is 128. Surface defect count: 89, Dimension defect count: 39. Please Check!!",4eff4774,test 8,SUCCESS,
2025-07-15 23:34:34,NND alert test 1,NND alert test 1,"MI2 NND(A) #06 FOIL LOT_ID: 69e1bea319 has NG Rate of 11.23% at 2025-07-15 23:34:26. Total defect count is 151. Surface defect count: 90, Dimension defect count: 61. Please Check!!",7b3b63fa,NND alert test 1,SUCCESS,
2025-07-15 23:34:44,test 7,test 7,"MI2 NND(A) #06 NGMARKING LOT_ID: 6c0ea5cb5f has NG Rate of 12.98% at 2025-07-15 23:34:36. Total defect count is 128. Surface defect count: 66, Dimension defect count: 62. Please Check!!",c0f9cb33,test 7,SUCCESS,
2025-07-15 23:34:54,test 8,test 8,"MI2 NND(A) #03 FOIL LOT_ID: 619803fc59 has NG Rate of 9.96% at 2025-07-15 23:34:46. Total defect count is 110. Surface defect count: 82, Dimension defect count: 28. Please Check!!",39350663,test 8,SUCCESS,
2025-07-15 23:35:04,test 10,test 10,"MI2 NND(C) #01 INTEGRATION LOT_ID: 487a20443e has NG Rate of 13.94% at 2025-07-15 23:34:56. Total defect count is 73. Surface defect count: 48, Dimension defect count: 25. Please Check!!",444c673d,test 10,SUCCESS,
2025-07-15 23:35:14,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #03 NGMARKING LOT_ID: 49a533fa6c has NG Rate of 4.22% at 2025-07-15 23:35:06. Total defect count is 99. Surface defect count: 55, Dimension defect count: 44. Please Check!!",ddc075cf,김지희 (Jihee Kim),SUCCESS,
2025-07-15 23:35:24,test 7,test 7,"MI2 NND(C) #04 NGMARKING LOT_ID: fbc2a674bf has NG Rate of 12.92% at 2025-07-15 23:35:16. Total defect count is 92. Surface defect count: 24, Dimension defect count: 68. Please Check!!",c079f39a,test 7,SUCCESS,
2025-07-15 23:35:34,test 6,test 6,"MI2 NND(A) #03 FOIL LOT_ID: 6a8c08a8d7 has NG Rate of 0.93% at 2025-07-15 23:35:26. Total defect count is 127. Surface defect count: 89, Dimension defect count: 38. Please Check!!",2ce132bc,test 6,SUCCESS,
2025-07-15 23:35:43,test 6,test 6,"MI2 NND(C) #03 FOIL LOT_ID: 78228c4d6a has NG Rate of 13.27% at 2025-07-15 23:35:36. Total defect count is 174. Surface defect count: 77, Dimension defect count: 97. Please Check!!",55f534d8,test 6,SUCCESS,
2025-07-15 23:35:53,test 10,test 10,"MI2 NND(A) #01 NGMARKING LOT_ID: 79ce0ee3f1 has NG Rate of 15.67% at 2025-07-15 23:35:46. Total defect count is 74. Surface defect count: 11, Dimension defect count: 63. Please Check!!",eab21367,test 10,SUCCESS,
2025-07-15 23:36:03,test 8,test 8,"MI2 NND(A) #06 INTEGRATION LOT_ID: 82896fd61d has NG Rate of 4.22% at 2025-07-15 23:35:55. Total defect count is 50. Surface defect count: 3, Dimension defect count: 47. Please Check!!",a3204eb1,test 8,SUCCESS,
2025-07-15 23:36:13,test 6,test 6,"MI2 NND(A) #06 NGMARKING LOT_ID: 1c4a623fbd has NG Rate of 9.26% at 2025-07-15 23:36:05. Total defect count is 26. Surface defect count: 24, Dimension defect count: 2. Please Check!!",990a00e2,test 6,SUCCESS,
2025-07-15 23:41:23,NND alert test 1,NND alert test 1,"MI2 NND(A) #06 FOIL LOT_ID: ae4928e9c7 has NG Rate of 10.90% at 2025-07-15 23:41:15. Total defect count is 153. Surface defect count: 93, Dimension defect count: 60. Please Check!!",9905882b,NND alert test 1,SUCCESS,
2025-07-15 23:41:33,test 4,test 4,"MI2 NND(C) #04 INTEGRATION LOT_ID: 5af07279fd has NG Rate of 17.74% at 2025-07-15 23:41:25. Total defect count is 106. Surface defect count: 70, Dimension defect count: 36. Please Check!!",fcfb4219,test 4,SUCCESS,
2025-07-15 23:41:43,test 5,test 5,"MI2 NND(C) #05 NGMARKING LOT_ID: 7cbf9b5f2d has NG Rate of 11.55% at 2025-07-15 23:41:35. Total defect count is 90. Surface defect count: 57, Dimension defect count: 33. Please Check!!",cfd38bed,test 5,SUCCESS,
2025-07-15 23:41:53,test 6,test 6,"MI2 NND(C) #02 INTEGRATION LOT_ID: 23c9c42495 has NG Rate of 15.64% at 2025-07-15 23:41:45. Total defect count is 114. Surface defect count: 50, Dimension defect count: 64. Please Check!!",25c9d172,test 6,SUCCESS,
2025-07-15 23:42:03,test 9,test 9,"MI2 NND(A) #03 INTEGRATION LOT_ID: 5d17a9a06c has NG Rate of 6.72% at 2025-07-15 23:41:55. Total defect count is 82. Surface defect count: 73, Dimension defect count: 9. Please Check!!",533097c5,test 9,SUCCESS,
2025-07-15 23:42:12,test 6,test 6,"MI2 NND(A) #06 NGMARKING LOT_ID: f978143ee2 has NG Rate of 5.37% at 2025-07-15 23:42:05. Total defect count is 50. Surface defect count: 34, Dimension defect count: 16. Please Check!!",1326144b,test 6,SUCCESS,
2025-07-15 23:42:22,test 9,test 9,"MI2 NND(C) #05 NGMARKING LOT_ID: 71ddbf1fa2 has NG Rate of 16.16% at 2025-07-15 23:42:14. Total defect count is 18. Surface defect count: 2, Dimension defect count: 16. Please Check!!",f35c6503,test 9,SUCCESS,
2025-07-15 23:42:32,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #03 INTEGRATION LOT_ID: 9d8bca67fa has NG Rate of 9.00% at 2025-07-15 23:42:24. Total defect count is 26. Surface defect count: 18, Dimension defect count: 8. Please Check!!",c8610e92,김지희 (Jihee Kim),SUCCESS,
2025-07-15 23:42:42,NND alert test 2,NND alert test 2,"MI2 NND(A) #04 FOIL LOT_ID: 4f55901b2e has NG Rate of 0.40% at 2025-07-15 23:42:34. Total defect count is 89. Surface defect count: 55, Dimension defect count: 34. Please Check!!",11796985,NND alert test 2,SUCCESS,
2025-07-15 23:42:52,test 6,test 6,"MI2 NND(A) #05 INTEGRATION LOT_ID: bd62364a2d has NG Rate of 1.05% at 2025-07-15 23:42:44. Total defect count is 17. Surface defect count: 15, Dimension defect count: 2. Please Check!!",b73c0a0d,test 6,SUCCESS,
2025-07-15 23:43:02,NND alert test 2,NND alert test 2,"MI2 NND(C) #06 FOIL LOT_ID: 51175835e1 has NG Rate of 1.38% at 2025-07-15 23:42:54. Total defect count is 121. Surface defect count: 31, Dimension defect count: 90. Please Check!!",f947054c,NND alert test 2,SUCCESS,
2025-07-15 23:43:12,NND alert test 2,NND alert test 2,"MI2 NND(C) #02 INTEGRATION LOT_ID: 82e9c21b7a has NG Rate of 13.21% at 2025-07-15 23:43:04. Total defect count is 88. Surface defect count: 63, Dimension defect count: 25. Please Check!!",a58c1f0d,NND alert test 2,SUCCESS,
2025-07-15 23:43:22,test 8,test 8,"MI2 NND(C) #02 NGMARKING LOT_ID: 6afb3b9a6a has NG Rate of 19.88% at 2025-07-15 23:43:14. Total defect count is 176. Surface defect count: 94, Dimension defect count: 82. Please Check!!",837a3149,test 8,SUCCESS,
2025-07-15 23:43:32,NND alert test 2,NND alert test 2,"MI2 NND(A) #06 FOIL LOT_ID: e5ddf47a55 has NG Rate of 14.66% at 2025-07-15 23:43:24. Total defect count is 106. Surface defect count: 78, Dimension defect count: 28. Please Check!!",ba68fdb0,NND alert test 2,SUCCESS,
2025-07-15 23:43:41,test 7,test 7,"MI2 NND(C) #04 NGMARKING LOT_ID: ce313e8443 has NG Rate of 19.88% at 2025-07-15 23:43:34. Total defect count is 93. Surface defect count: 7, Dimension defect count: 86. Please Check!!",df9d432b,test 7,SUCCESS,
2025-07-15 23:43:51,NND alert test 2,NND alert test 2,"MI2 NND(C) #02 FOIL LOT_ID: ddbf178f72 has NG Rate of 14.72% at 2025-07-15 23:43:43. Total defect count is 101. Surface defect count: 20, Dimension defect count: 81. Please Check!!",76c2e8f1,NND alert test 2,SUCCESS,
2025-07-15 23:44:01,test 10,test 10,"MI2 NND(C) #04 FOIL LOT_ID: 08db347eec has NG Rate of 6.32% at 2025-07-15 23:43:53. Total defect count is 112. Surface defect count: 91, Dimension defect count: 21. Please Check!!",6fe2423e,test 10,SUCCESS,
2025-07-15 23:44:11,NND alert test 2,NND alert test 2,"MI2 NND(C) #01 FOIL LOT_ID: 3364825846 has NG Rate of 13.95% at 2025-07-15 23:44:03. Total defect count is 110. Surface defect count: 32, Dimension defect count: 78. Please Check!!",68b010a8,NND alert test 2,SUCCESS,
2025-07-15 23:44:21,test 8,test 8,"MI2 NND(C) #05 INTEGRATION LOT_ID: b23f22bf04 has NG Rate of 6.12% at 2025-07-15 23:44:13. Total defect count is 150. Surface defect count: 64, Dimension defect count: 86. Please Check!!",1e5174b7,test 8,SUCCESS,
2025-07-15 23:44:31,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #05 INTEGRATION LOT_ID: 015e5d2bb6 has NG Rate of 12.07% at 2025-07-15 23:44:23. Total defect count is 86. Surface defect count: 57, Dimension defect count: 29. Please Check!!",3a253cbd,김지희 (Jihee Kim),SUCCESS,
2025-07-15 23:44:41,NND alert test 1,NND alert test 1,"MI2 NND(C) #03 INTEGRATION LOT_ID: e105f47a82 has NG Rate of 12.84% at 2025-07-15 23:44:33. Total defect count is 97. Surface defect count: 10, Dimension defect count: 87. Please Check!!",d1d65d60,NND alert test 1,SUCCESS,
2025-07-15 23:44:51,test 10,test 10,"MI2 NND(A) #06 FOIL LOT_ID: 0b26646626 has NG Rate of 5.04% at 2025-07-15 23:44:43. Total defect count is 143. Surface defect count: 90, Dimension defect count: 53. Please Check!!",f6822e45,test 10,SUCCESS,
2025-07-15 23:45:01,test 4,test 4,"MI2 NND(C) #05 NGMARKING LOT_ID: 772c810bd3 has NG Rate of 1.89% at 2025-07-15 23:44:53. Total defect count is 79. Surface defect count: 8, Dimension defect count: 71. Please Check!!",dce3254f,test 4,SUCCESS,
2025-07-15 23:45:11,test 8,test 8,"MI2 NND(A) #05 INTEGRATION LOT_ID: c4b7385cd9 has NG Rate of 11.32% at 2025-07-15 23:45:03. Total defect count is 54. Surface defect count: 47, Dimension defect count: 7. Please Check!!",27499ff3,test 8,SUCCESS,
2025-07-15 23:45:20,NND alert test 1,NND alert test 1,"MI2 NND(C) #02 FOIL LOT_ID: 90aca136c8 has NG Rate of 9.31% at 2025-07-15 23:45:13. Total defect count is 192. Surface defect count: 95, Dimension defect count: 97. Please Check!!",97b4d53a,NND alert test 1,SUCCESS,
2025-07-15 23:50:30,test 10,test 10,"MI2 NND(C) #05 INTEGRATION LOT_ID: 3f08e71925 has NG Rate of 7.27% at 2025-07-15 23:50:22. Total defect count is 186. Surface defect count: 93, Dimension defect count: 93. Please Check!!",36cf84ca,test 10,SUCCESS,
2025-07-15 23:50:40,NND alert test 3,NND alert test 3,"MI2 NND(A) #04 NGMARKING LOT_ID: 469b744263 has NG Rate of 4.45% at 2025-07-15 23:50:32. Total defect count is 38. Surface defect count: 20, Dimension defect count: 18. Please Check!!",0dbaa8c6,NND alert test 3,SUCCESS,
2025-07-15 23:50:50,NND alert test 1,NND alert test 1,"MI2 NND(A) #01 INTEGRATION LOT_ID: ade36b7e29 has NG Rate of 5.42% at 2025-07-15 23:50:42. Total defect count is 99. Surface defect count: 46, Dimension defect count: 53. Please Check!!",329fe160,NND alert test 1,SUCCESS,
2025-07-15 23:51:00,test 10,test 10,"MI2 NND(A) #02 NGMARKING LOT_ID: 1ffb57ca67 has NG Rate of 17.76% at 2025-07-15 23:50:52. Total defect count is 102. Surface defect count: 43, Dimension defect count: 59. Please Check!!",b1cbe87a,test 10,SUCCESS,
